"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth"
"2020-11-24","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102784181944414,0.0256410256410258,0.0256410256410256
"2020-11-25","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102823293295771,0.0256410271612087,0.0256410256410258
"2020-11-26","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102857200982368,0.0256410347152414,0.0256410256410252
"2020-11-27","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102884517939277,0.0256410457913076,0.0256410256410257
"2020-11-28","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102905660363619,0.0256410268778874,0.0256410256410259
"2020-11-29","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102921266586596,0.0256410985083429,0.0256410256410264
"2020-11-30","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102932080600221,0.0256410330290646,0.0256410256410259
"2020-12-01","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102938734035952,0.0256410256410258,0.0256410256410257
"2020-12-02","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102939989921284,0.0256410266820179,0.0256410256410255
"2020-12-03","EC","ECX",488716,0,0,0,0,0.101453782161355,0.025389643036702,0.00773801921931674
"2020-12-04","EC","ECX",488716,0,0,0,0,0.0999729030833998,0.0251431416479962,0.000748944257241655
"2020-12-05","EC","ECX",488716,0,0,0,0,0.0986849255671839,0.0249013806706116,1.58419200100643e-07
"2020-12-06","EC","ECX",488716,0,0,0,0,0.0975522001578899,0.0246642246642248,2.22044604925031e-16
"2020-12-07","EC","ECX",488716,0,0,0,0,0.096429239350435,0.024431543299468,2.22044604925031e-16
"2020-12-08","EC","ECX",488716,0,0,0,0,0.0939560733706939,0.0242032111190991,8.5329796491606e-08
"2020-12-09","EC","ECX",488716,0,0,0,0,0.0931745359703525,0.0239791073124408,2.41486154007401e-14
"2020-12-10","EC","ECX",488716,0,0,0,0,0.0924880649197947,0.023759115502235,2.22044604925031e-16
"2020-12-11","EC","ECX",488716,0,0,0,0,0.0917541825014415,0.0235431235431237,2.22044604925031e-16
"2020-12-12","EC","ECX",488716,0,0,0,0,0.0910951701287825,0.0233310233310235,2.22044604925031e-16
"2020-12-13","EC","ECX",488716,0,0,0,0,0.0904406293830838,0.0231227106227108,1.12825205132979e-11
"2020-12-14","EC","ECX",488716,0,0,0,0,0.0898047559838417,0.0229180848651332,2.22044604925031e-16
"2020-12-15","EC","ECX",488716,0,0,0,0,0.0891530128889467,0.0227170490328387,2.22044604925031e-16
"2020-12-16","EC","ECX",488716,0,0,0,0,0.0885285451724271,0.0225195094760314,2.22044604925031e-16
"2020-12-17","EC","ECX",488716,0,0,0,0,0.0834071421285862,0.0223253757736518,2.22044604925031e-16
